discipline_title,game_slug,event_title,event_gender,medal_type,participant_type,athlete_full_name,country_3_letter_code
Snowboard,pyeongchang-2018,Ladies’ Snowboard Cross,Women,GOLD,Athlete,Michela MOIOLI,ITA
Snowboard,pyeongchang-2018,Ladies’ Snowboard Cross,Women,SILVER,Athlete,Julia PEREIRA DE SOUSA MABILEAU,FRA
Snowboard,pyeongchang-2018,Ladies’ Snowboard Cross,Women,BRONZE,Athlete,Eva SAMKOVA,CZE
Snowboard,pyeongchang-2018,Ladies’ Halfpipe,Women,GOLD,Athlete,Chloe KIM,USA
Snowboard,pyeongchang-2018,Ladies’ Halfpipe,Women,SILVER,Athlete,Jiayu LIU,CHN
Snowboard,pyeongchang-2018,Ladies’ Halfpipe,Women,BRONZE,Athlete,Arielle Gold,USA
Snowboard,pyeongchang-2018,Ladies’ Parallel Giant Slalom,Women,GOLD,Athlete,Ester LEDECKA,CZE
Snowboard,pyeongchang-2018,Ladies’ Parallel Giant Slalom,Women,SILVER,Athlete,Selina JOERG,GER
Snowboard,pyeongchang-2018,Ladies’ Parallel Giant Slalom,Women,BRONZE,Athlete,Ramona Theresia HOFMEISTER,GER
Snowboard,pyeongchang-2018,Men’s Parallel Giant Slalom,Men,GOLD,Athlete,Nevin GALMARINI,SUI
Snowboard,pyeongchang-2018,Men’s Parallel Giant Slalom,Men,SILVER,Athlete,Sangho LEE,KOR
Snowboard,pyeongchang-2018,Men’s Parallel Giant Slalom,Men,BRONZE,Athlete,Zan KOSIR,SLO
Snowboard,pyeongchang-2018,Men’s Halfpipe,Men,GOLD,Athlete,Shaun WHITE,USA
Snowboard,pyeongchang-2018,Men’s Halfpipe,Men,SILVER,Athlete,Ayumu HIRANO,JPN
Snowboard,pyeongchang-2018,Men’s Halfpipe,Men,BRONZE,Athlete,Scotty JAMES,AUS
Snowboard,pyeongchang-2018,Men’s Slopestyle,Men,GOLD,Athlete,Redmond GERARD,USA
Snowboard,pyeongchang-2018,Men’s Slopestyle,Men,SILVER,Athlete,Max PARROT,CAN
Snowboard,pyeongchang-2018,Men’s Slopestyle,Men,BRONZE,Athlete,Mark MCMORRIS,CAN
Snowboard,pyeongchang-2018,Ladies’ Big Air,Women,GOLD,Athlete,Anna GASSER,AUT
Snowboard,pyeongchang-2018,Ladies’ Big Air,Women,SILVER,Athlete,Jamie ANDERSON,USA
Snowboard,pyeongchang-2018,Ladies’ Big Air,Women,BRONZE,Athlete,Zoi SADOWSKI SYNNOTT,NZL
Freestyle Skiing,pyeongchang-2018,Ladies’ Ski Slopestyle,Women,GOLD,Athlete,Sarah HOEFFLIN,SUI
Freestyle Skiing,pyeongchang-2018,Ladies’ Ski Slopestyle,Women,SILVER,Athlete,Mathilde GREMAUD,SUI
Freestyle Skiing,pyeongchang-2018,Ladies’ Ski Slopestyle,Women,BRONZE,Athlete,Isabel ATKIN,GBR
Freestyle Skiing,pyeongchang-2018,Men’s Ski Halfpipe,Men,GOLD,Athlete,David WISE,USA
Freestyle Skiing,pyeongchang-2018,Men’s Ski Halfpipe,Men,SILVER,Athlete,Alex FERREIRA,USA
Freestyle Skiing,pyeongchang-2018,Men’s Ski Halfpipe,Men,BRONZE,Athlete,Nico PORTEOUS,NZL
Freestyle Skiing,pyeongchang-2018,Ladies’ Aerials,Women,GOLD,Athlete,Anna Guskova,BLR
Freestyle Skiing,pyeongchang-2018,Ladies’ Aerials,Women,SILVER,Athlete,Xin ZHANG,CHN
Freestyle Skiing,pyeongchang-2018,Ladies’ Aerials,Women,BRONZE,Athlete,Fanyu KONG,CHN
Freestyle Skiing,pyeongchang-2018,Ladies’ Moguls,Women,GOLD,Athlete,Perrine LAFFONT,FRA
Freestyle Skiing,pyeongchang-2018,Ladies’ Moguls,Women,SILVER,Athlete,Justine DUFOUR-LAPOINTE,CAN
Freestyle Skiing,pyeongchang-2018,Ladies’ Moguls,Women,BRONZE,Athlete,Yulia GALYSHEVA,KAZ
Freestyle Skiing,pyeongchang-2018,Men’s Moguls,Men,GOLD,Athlete,Mikael KINGSBURY,CAN
Freestyle Skiing,pyeongchang-2018,Men’s Moguls,Men,SILVER,Athlete,Matt GRAHAM,AUS
Freestyle Skiing,pyeongchang-2018,Men’s Moguls,Men,BRONZE,Athlete,Daichi HARA,JPN
Freestyle Skiing,pyeongchang-2018,Ladies’ Ski Cross,Women,GOLD,Athlete,Kelsey SERWA,CAN
Freestyle Skiing,pyeongchang-2018,Ladies’ Ski Cross,Women,SILVER,Athlete,Brittany PHELAN,CAN
Freestyle Skiing,pyeongchang-2018,Ladies’ Ski Cross,Women,BRONZE,Athlete,Fanny SMITH,SUI
Freestyle Skiing,pyeongchang-2018,Ladies’ Ski Halfpipe,Women,GOLD,Athlete,Cassie SHARPE,CAN
Freestyle Skiing,pyeongchang-2018,Ladies’ Ski Halfpipe,Women,SILVER,Athlete,Marie MARTINOD,FRA
Freestyle Skiing,pyeongchang-2018,Ladies’ Ski Halfpipe,Women,BRONZE,Athlete,Brita SIGOURNEY,USA
Freestyle Skiing,pyeongchang-2018,Men’s Ski Cross,Men,GOLD,Athlete,Brady LEMAN,CAN
Freestyle Skiing,pyeongchang-2018,Men’s Ski Cross,Men,SILVER,Athlete,Marc BISCHOFBERGER,SUI
Freestyle Skiing,pyeongchang-2018,Men’s Ski Cross,Men,BRONZE,Athlete,Sergey RIDZIK,OAR
Freestyle Skiing,pyeongchang-2018,Men’s Aerials,Men,GOLD,Athlete,Oleksandr ABRAMENKO,UKR
Freestyle Skiing,pyeongchang-2018,Men’s Aerials,Men,SILVER,Athlete,Zongyang JIA,CHN
Freestyle Skiing,pyeongchang-2018,Men’s Aerials,Men,BRONZE,Athlete,Ilya BUROV,OAR
Freestyle Skiing,pyeongchang-2018,Men’s Ski Slopestyle,Men,GOLD,Athlete,Øystein Bråten,NOR
Freestyle Skiing,pyeongchang-2018,Men’s Ski Slopestyle,Men,SILVER,Athlete,Nicholas GOEPPER,USA
Freestyle Skiing,pyeongchang-2018,Men’s Ski Slopestyle,Men,BRONZE,Athlete,Alex BEAULIEU-MARCHAND,CAN
Nordic Combined,pyeongchang-2018,Individual Gundersen Large Hill/10km,Men,GOLD,Athlete,Johannes RYDZEK,GER
Nordic Combined,pyeongchang-2018,Individual Gundersen Large Hill/10km,Men,SILVER,Athlete,Fabian RIESSLE,GER
Nordic Combined,pyeongchang-2018,Individual Gundersen Large Hill/10km,Men,BRONZE,Athlete,Eric FRENZEL,GER
Nordic Combined,pyeongchang-2018,Team Gundersen Large Hill/4x5km,Men,GOLD,GameTeam,,GER
Nordic Combined,pyeongchang-2018,Team Gundersen Large Hill/4x5km,Men,SILVER,GameTeam,,NOR
Nordic Combined,pyeongchang-2018,Team Gundersen Large Hill/4x5km,Men,BRONZE,GameTeam,,AUT
Nordic Combined,pyeongchang-2018,Individual Gundersen Normal Hill/10km,Men,GOLD,Athlete,Eric FRENZEL,GER
Nordic Combined,pyeongchang-2018,Individual Gundersen Normal Hill/10km,Men,SILVER,Athlete,Akito WATABE,JPN
Nordic Combined,pyeongchang-2018,Individual Gundersen Normal Hill/10km,Men,BRONZE,Athlete,Lukas KLAPFER,AUT
Curling,pyeongchang-2018,Women,Women,GOLD,GameTeam,,SWE
Curling,pyeongchang-2018,Women,Women,SILVER,GameTeam,,KOR
Curling,pyeongchang-2018,Women,Women,BRONZE,GameTeam,,JPN
Curling,pyeongchang-2018,Mixed Doubles,Mixed,GOLD,GameTeam,Kaitlyn LAWES,CAN
Curling,pyeongchang-2018,Mixed Doubles,Mixed,GOLD,GameTeam,John MORRIS,CAN
Curling,pyeongchang-2018,Mixed Doubles,Mixed,SILVER,GameTeam,Jenny PERRET,SUI
Curling,pyeongchang-2018,Mixed Doubles,Mixed,SILVER,GameTeam,Martin Rios,SUI
Curling,pyeongchang-2018,Mixed Doubles,Mixed,BRONZE,GameTeam,Kristin SKASLIEN,NOR
Curling,pyeongchang-2018,Mixed Doubles,Mixed,BRONZE,GameTeam,Magnus NEDREGOTTEN,NOR
Curling,pyeongchang-2018,Men,Men,GOLD,GameTeam,,USA
Curling,pyeongchang-2018,Men,Men,SILVER,GameTeam,,SWE
Curling,pyeongchang-2018,Men,Men,BRONZE,GameTeam,,SUI
Figure skating,pyeongchang-2018,Team event,Mixed,GOLD,GameTeam,,CAN
Figure skating,pyeongchang-2018,Team event,Mixed,SILVER,GameTeam,,OAR
Figure skating,pyeongchang-2018,Team event,Mixed,BRONZE,GameTeam,,USA
Figure skating,pyeongchang-2018,Ice Dance,Mixed,GOLD,GameTeam,Tessa VIRTUE,CAN
Figure skating,pyeongchang-2018,Ice Dance,Mixed,GOLD,GameTeam,Scott MOIR,CAN
Figure skating,pyeongchang-2018,Ice Dance,Mixed,SILVER,GameTeam,Gabriella PAPADAKIS,FRA
Figure skating,pyeongchang-2018,Ice Dance,Mixed,SILVER,GameTeam,Guillaume CIZERON,FRA
Figure skating,pyeongchang-2018,Ice Dance,Mixed,BRONZE,GameTeam,Maia SHIBUTANI,USA
Figure skating,pyeongchang-2018,Ice Dance,Mixed,BRONZE,GameTeam,Alex SHIBUTANI,USA
Figure skating,pyeongchang-2018,Pair Skating,Mixed,GOLD,GameTeam,Aljona SAVCHENKO,GER
Figure skating,pyeongchang-2018,Pair Skating,Mixed,GOLD,GameTeam,Bruno MASSOT,GER
Figure skating,pyeongchang-2018,Pair Skating,Mixed,SILVER,GameTeam,Wenjing SUI,CHN
Figure skating,pyeongchang-2018,Pair Skating,Mixed,SILVER,GameTeam,Cong HAN,CHN
Figure skating,pyeongchang-2018,Pair Skating,Mixed,BRONZE,GameTeam,Meagan DUHAMEL,CAN
Figure skating,pyeongchang-2018,Pair Skating,Mixed,BRONZE,GameTeam,Eric RADFORD,CAN
Figure skating,pyeongchang-2018,Men's Single Skating,Men,GOLD,Athlete,Yuzuru HANYU,JPN
Figure skating,pyeongchang-2018,Men's Single Skating,Men,SILVER,Athlete,Shoma UNO,JPN
Figure skating,pyeongchang-2018,Men's Single Skating,Men,BRONZE,Athlete,Javier FERNANDEZ,ESP
Figure skating,pyeongchang-2018,Ladies' Single Skating,Women,GOLD,Athlete,Alina ZAGITOVA,OAR
Figure skating,pyeongchang-2018,Ladies' Single Skating,Women,SILVER,Athlete,Evgenia MEDVEDEVA,OAR
Figure skating,pyeongchang-2018,Ladies' Single Skating,Women,BRONZE,Athlete,Kaetlyn OSMOND,CAN
Ski Jumping,pyeongchang-2018,Men’s Large Hill Individual,Men,GOLD,Athlete,Kamil STOCH,POL
Ski Jumping,pyeongchang-2018,Men’s Large Hill Individual,Men,SILVER,Athlete,Andreas WELLINGER,GER
Ski Jumping,pyeongchang-2018,Men’s Large Hill Individual,Men,BRONZE,Athlete,Robert JOHANSSON,NOR
Ski Jumping,pyeongchang-2018,Ladies’ Normal Hill Individual,Women,GOLD,Athlete,Maren LUNDBY,NOR
Ski Jumping,pyeongchang-2018,Ladies’ Normal Hill Individual,Women,SILVER,Athlete,- -,GER
Ski Jumping,pyeongchang-2018,Ladies’ Normal Hill Individual,Women,BRONZE,Athlete,Sara TAKANASHI,JPN
Ski Jumping,pyeongchang-2018,Men’s Team,Men,GOLD,GameTeam,,NOR
Ski Jumping,pyeongchang-2018,Men’s Team,Men,SILVER,GameTeam,,GER
Ski Jumping,pyeongchang-2018,Men’s Team,Men,BRONZE,GameTeam,,POL
Ski Jumping,pyeongchang-2018,Men’s Normal Hill Individual,Men,GOLD,Athlete,Andreas WELLINGER,GER
Ski Jumping,pyeongchang-2018,Men’s Normal Hill Individual,Men,SILVER,Athlete,Johann Andre FORFANG,NOR
Ski Jumping,pyeongchang-2018,Men’s Normal Hill Individual,Men,BRONZE,Athlete,Robert JOHANSSON,NOR
Short Track,pyeongchang-2018,Ladies’ 1000m,Women,GOLD,Athlete,Suzanne SCHULTING,NED
Short Track,pyeongchang-2018,Ladies’ 1000m,Women,SILVER,Athlete,Kim BOUTIN,CAN
Short Track,pyeongchang-2018,Ladies’ 1000m,Women,BRONZE,Athlete,Arianna FONTANA,ITA
Short Track,pyeongchang-2018,Ladies’ 1500m,Women,GOLD,Athlete,Minjeong CHOI,KOR
Short Track,pyeongchang-2018,Ladies’ 1500m,Women,SILVER,Athlete,Jinyu LI,CHN
Short Track,pyeongchang-2018,Ladies’ 1500m,Women,BRONZE,Athlete,Kim BOUTIN,CAN
Short Track,pyeongchang-2018,Ladies’ 500m,Women,GOLD,Athlete,Arianna FONTANA,ITA
Short Track,pyeongchang-2018,Ladies’ 500m,Women,SILVER,Athlete,Yara VAN KERKHOF,NED
Short Track,pyeongchang-2018,Ladies’ 500m,Women,BRONZE,Athlete,Kim BOUTIN,CAN
Short Track,pyeongchang-2018,Men’s 5000m Relay,Men,GOLD,GameTeam,,HUN
Short Track,pyeongchang-2018,Men’s 5000m Relay,Men,SILVER,GameTeam,,CHN
Short Track,pyeongchang-2018,Men’s 5000m Relay,Men,BRONZE,GameTeam,,CAN
Short Track,pyeongchang-2018,Men’s 1000m,Men,GOLD,Athlete,Samuel GIRARD,CAN
Short Track,pyeongchang-2018,Men’s 1000m,Men,SILVER,Athlete,John-Henry KRUEGER,USA
Short Track,pyeongchang-2018,Men’s 1000m,Men,BRONZE,Athlete,Yira SEO,KOR
Short Track,pyeongchang-2018,Men’s 500m,Men,GOLD,Athlete,Dajing WU,CHN
Short Track,pyeongchang-2018,Men’s 500m,Men,SILVER,Athlete,Daeheon HWANG,KOR
Short Track,pyeongchang-2018,Men’s 500m,Men,BRONZE,Athlete,Hyojun LIM,KOR
Short Track,pyeongchang-2018,Ladies’ 3000m Relay,Women,GOLD,GameTeam,,KOR
Short Track,pyeongchang-2018,Ladies’ 3000m Relay,Women,SILVER,GameTeam,,ITA
Short Track,pyeongchang-2018,Ladies’ 3000m Relay,Women,BRONZE,GameTeam,,NED
Short Track,pyeongchang-2018,Men’s 1500m,Men,GOLD,Athlete,Hyojun LIM,KOR
Short Track,pyeongchang-2018,Men’s 1500m,Men,SILVER,Athlete,Sjinkie KNEGT,NED
Short Track,pyeongchang-2018,Men’s 1500m,Men,BRONZE,Athlete,Semyon Yelistratov,OAR
Alpine Skiing,pyeongchang-2018,Ladies’ Alpine Combined,Women,GOLD,Athlete,Michelle GISIN,SUI
Alpine Skiing,pyeongchang-2018,Ladies’ Alpine Combined,Women,SILVER,Athlete,Mikaela SHIFFRIN,USA
Alpine Skiing,pyeongchang-2018,Ladies’ Alpine Combined,Women,BRONZE,Athlete,Wendy HOLDENER,SUI
Alpine Skiing,pyeongchang-2018,Men’s Alpine Combined,Men,GOLD,Athlete,Marcel HIRSCHER,AUT
Alpine Skiing,pyeongchang-2018,Men’s Alpine Combined,Men,SILVER,Athlete,Alexis PINTURAULT,FRA
Alpine Skiing,pyeongchang-2018,Men’s Alpine Combined,Men,BRONZE,Athlete,Victor MUFFAT-JEANDET,FRA
Alpine Skiing,pyeongchang-2018,Men’s Giant Slalom,Men,GOLD,Athlete,Marcel HIRSCHER,AUT
Alpine Skiing,pyeongchang-2018,Men’s Giant Slalom,Men,SILVER,Athlete,Henrik KRISTOFFERSEN,NOR
Alpine Skiing,pyeongchang-2018,Men’s Giant Slalom,Men,BRONZE,Athlete,Alexis PINTURAULT,FRA
Alpine Skiing,pyeongchang-2018,Men’s Slalom,Men,GOLD,Athlete,Andre MYHRER,SWE
Alpine Skiing,pyeongchang-2018,Men’s Slalom,Men,SILVER,Athlete,Ramon ZENHAEUSERN,SUI
Alpine Skiing,pyeongchang-2018,Men’s Slalom,Men,BRONZE,Athlete,Michael MATT,AUT
Alpine Skiing,pyeongchang-2018,Men’s Super-G,Men,GOLD,Athlete,Matthias MAYER,AUT
Alpine Skiing,pyeongchang-2018,Men’s Super-G,Men,SILVER,Athlete,Beat FEUZ,SUI
Alpine Skiing,pyeongchang-2018,Men’s Super-G,Men,BRONZE,Athlete,Kjetil JANSRUD,NOR
Alpine Skiing,pyeongchang-2018,Ladies’ Slalom,Women,GOLD,Athlete,Frida HANSDOTTER,SWE
Alpine Skiing,pyeongchang-2018,Ladies’ Slalom,Women,SILVER,Athlete,Wendy HOLDENER,SUI
Alpine Skiing,pyeongchang-2018,Ladies’ Slalom,Women,BRONZE,Athlete,Katharina GALLHUBER,AUT
Alpine Skiing,pyeongchang-2018,Ladies’ Giant Slalom,Women,GOLD,Athlete,Mikaela SHIFFRIN,USA
Alpine Skiing,pyeongchang-2018,Ladies’ Giant Slalom,Women,SILVER,Athlete,Ragnhild MOWINCKEL,NOR
Alpine Skiing,pyeongchang-2018,Ladies’ Giant Slalom,Women,BRONZE,Athlete,Federica BRIGNONE,ITA
Alpine Skiing,pyeongchang-2018,Ladies’ Downhill,Women,GOLD,Athlete,Sofia GOGGIA,ITA
Alpine Skiing,pyeongchang-2018,Ladies’ Downhill,Women,SILVER,Athlete,Ragnhild MOWINCKEL,NOR
Alpine Skiing,pyeongchang-2018,Ladies’ Downhill,Women,BRONZE,Athlete,Lindsey VONN,USA
Alpine Skiing,pyeongchang-2018,Men’s Downhill,Men,GOLD,Athlete,Aksel Lund SVINDAL,NOR
Alpine Skiing,pyeongchang-2018,Men’s Downhill,Men,SILVER,Athlete,Kjetil JANSRUD,NOR
Alpine Skiing,pyeongchang-2018,Men’s Downhill,Men,BRONZE,Athlete,Beat FEUZ,SUI
Alpine Skiing,pyeongchang-2018,Ladies’ Super-G,Women,GOLD,Athlete,Ester LEDECKA,CZE
Alpine Skiing,pyeongchang-2018,Ladies’ Super-G,Women,SILVER,Athlete,Anna VEITH,AUT
Alpine Skiing,pyeongchang-2018,Ladies’ Super-G,Women,BRONZE,Athlete,Tina WEIRATHER,LIE
Alpine Skiing,pyeongchang-2018,Alpine Team Event,Mixed,GOLD,GameTeam,,SUI
Alpine Skiing,pyeongchang-2018,Alpine Team Event,Mixed,SILVER,GameTeam,,AUT
Alpine Skiing,pyeongchang-2018,Alpine Team Event,Mixed,BRONZE,GameTeam,,NOR
Luge,pyeongchang-2018,Women’s Singles,Women,GOLD,Athlete,Natalie GEISENBERGER,GER
Luge,pyeongchang-2018,Women’s Singles,Women,SILVER,Athlete,Dajana EITBERGER,GER
Luge,pyeongchang-2018,Women’s Singles,Women,BRONZE,Athlete,Alex GOUGH,CAN
Luge,pyeongchang-2018,Team Relay,Mixed,GOLD,GameTeam,,GER
Luge,pyeongchang-2018,Team Relay,Mixed,SILVER,GameTeam,,CAN
Luge,pyeongchang-2018,Team Relay,Mixed,BRONZE,GameTeam,,AUT
Luge,pyeongchang-2018,Men’s Singles,Men,GOLD,Athlete,David GLEIRSCHER,AUT
Luge,pyeongchang-2018,Men’s Singles,Men,SILVER,Athlete,Chris MAZDZER,USA
Luge,pyeongchang-2018,Men’s Singles,Men,BRONZE,Athlete,Johannes LUDWIG,GER
Luge,pyeongchang-2018,Doubles,Open,GOLD,GameTeam,Tobias WENDL,GER
Luge,pyeongchang-2018,Doubles,Open,GOLD,GameTeam,Tobias ARLT,GER
Luge,pyeongchang-2018,Doubles,Open,SILVER,GameTeam,Peter PENZ,AUT
Luge,pyeongchang-2018,Doubles,Open,SILVER,GameTeam,Georg FISCHLER,AUT
Luge,pyeongchang-2018,Doubles,Open,BRONZE,GameTeam,Toni EGGERT,GER
Luge,pyeongchang-2018,Doubles,Open,BRONZE,GameTeam,Sascha BENECKEN,GER
Ice Hockey,pyeongchang-2018,Women,Women,GOLD,GameTeam,,USA
Ice Hockey,pyeongchang-2018,Women,Women,SILVER,GameTeam,,CAN
Ice Hockey,pyeongchang-2018,Women,Women,BRONZE,GameTeam,,FIN
Ice Hockey,pyeongchang-2018,Men,Men,GOLD,GameTeam,,OAR
Ice Hockey,pyeongchang-2018,Men,Men,SILVER,GameTeam,,GER
Ice Hockey,pyeongchang-2018,Men,Men,BRONZE,GameTeam,,CAN
Cross Country Skiing,pyeongchang-2018,Ladies’ 4x5km Relay,Women,GOLD,GameTeam,,NOR
Cross Country Skiing,pyeongchang-2018,Ladies’ 4x5km Relay,Women,SILVER,GameTeam,,SWE
Cross Country Skiing,pyeongchang-2018,Ladies’ 4x5km Relay,Women,BRONZE,GameTeam,,OAR
Cross Country Skiing,pyeongchang-2018,Men’s Sprint Classic,Men,GOLD,Athlete,Johannes Hoesflot KLAEBO,NOR
Cross Country Skiing,pyeongchang-2018,Men’s Sprint Classic,Men,SILVER,Athlete,Federico PELLEGRINO,ITA
Cross Country Skiing,pyeongchang-2018,Men’s Sprint Classic,Men,BRONZE,Athlete,Aleksandr Bolshunov,OAR
Cross Country Skiing,pyeongchang-2018,Men’s 15km Free,Men,GOLD,Athlete,Dario COLOGNA,SUI
Cross Country Skiing,pyeongchang-2018,Men’s 15km Free,Men,SILVER,Athlete,Simen Hegstad KRUEGER,NOR
Cross Country Skiing,pyeongchang-2018,Men’s 15km Free,Men,BRONZE,Athlete,Denis SPITSOV,OAR
Cross Country Skiing,pyeongchang-2018,Men’s 4x10km Relay,Men,GOLD,GameTeam,,NOR
Cross Country Skiing,pyeongchang-2018,Men’s 4x10km Relay,Men,SILVER,GameTeam,,OAR
Cross Country Skiing,pyeongchang-2018,Men’s 4x10km Relay,Men,BRONZE,GameTeam,,FRA
Cross Country Skiing,pyeongchang-2018,Ladies’ 10km Free,Women,GOLD,Athlete,Ragnhild HAGA,NOR
Cross Country Skiing,pyeongchang-2018,Ladies’ 10km Free,Women,SILVER,Athlete,Charlotte KALLA,SWE
Cross Country Skiing,pyeongchang-2018,Ladies’ 10km Free,Women,BRONZE,Athlete,Marit BJOERGEN,NOR
Cross Country Skiing,pyeongchang-2018,Ladies’ 10km Free,Women,BRONZE,Athlete,Krista PARMAKOSKI,FIN
Cross Country Skiing,pyeongchang-2018,Men’s 15km+15km Skiathlon,Men,GOLD,Athlete,Simen Hegstad KRUEGER,NOR
Cross Country Skiing,pyeongchang-2018,Men’s 15km+15km Skiathlon,Men,SILVER,Athlete,Martin Johnsrud SUNDBY,NOR
Cross Country Skiing,pyeongchang-2018,Men’s 15km+15km Skiathlon,Men,BRONZE,Athlete,Hans Christer HOLUND,NOR
Cross Country Skiing,pyeongchang-2018,Men’s 50km Mass Start Classic,Men,GOLD,Athlete,Iivo NISKANEN,FIN
Cross Country Skiing,pyeongchang-2018,Men’s 50km Mass Start Classic,Men,SILVER,Athlete,Aleksandr Bolshunov,OAR
Cross Country Skiing,pyeongchang-2018,Men’s 50km Mass Start Classic,Men,BRONZE,Athlete,Andrey LARKOV,OAR
Cross Country Skiing,pyeongchang-2018,Ladies’ 7.5km+7.5km Skiathlon,Women,GOLD,Athlete,Charlotte KALLA,SWE
Cross Country Skiing,pyeongchang-2018,Ladies’ 7.5km+7.5km Skiathlon,Women,SILVER,Athlete,Marit BJOERGEN,NOR
Cross Country Skiing,pyeongchang-2018,Ladies’ 7.5km+7.5km Skiathlon,Women,BRONZE,Athlete,Krista PARMAKOSKI,FIN
Cross Country Skiing,pyeongchang-2018,Ladies’ Team Sprint Free,Women,GOLD,GameTeam,Kikkan RANDALL,USA
Cross Country Skiing,pyeongchang-2018,Ladies’ Team Sprint Free,Women,GOLD,GameTeam,Jessica DIGGINS,USA
Cross Country Skiing,pyeongchang-2018,Ladies’ Team Sprint Free,Women,SILVER,GameTeam,Charlotte KALLA,SWE
Cross Country Skiing,pyeongchang-2018,Ladies’ Team Sprint Free,Women,SILVER,GameTeam,Stina NILSSON,SWE
Cross Country Skiing,pyeongchang-2018,Ladies’ Team Sprint Free,Women,BRONZE,GameTeam,Marit BJOERGEN,NOR
Cross Country Skiing,pyeongchang-2018,Ladies’ Team Sprint Free,Women,BRONZE,GameTeam,Maiken Caspersen FALLA,NOR
Cross Country Skiing,pyeongchang-2018,Ladies’ Sprint Classic,Women,GOLD,Athlete,Stina NILSSON,SWE
Cross Country Skiing,pyeongchang-2018,Ladies’ Sprint Classic,Women,SILVER,Athlete,Maiken Caspersen FALLA,NOR
Cross Country Skiing,pyeongchang-2018,Ladies’ Sprint Classic,Women,BRONZE,Athlete,Yulia STUPAK,OAR
Cross Country Skiing,pyeongchang-2018,Men’s Team Sprint Free,Men,GOLD,GameTeam,Martin Johnsrud SUNDBY,NOR
Cross Country Skiing,pyeongchang-2018,Men’s Team Sprint Free,Men,GOLD,GameTeam,Johannes Hoesflot KLAEBO,NOR
Cross Country Skiing,pyeongchang-2018,Men’s Team Sprint Free,Men,SILVER,GameTeam,Denis SPITSOV,OAR
Cross Country Skiing,pyeongchang-2018,Men’s Team Sprint Free,Men,SILVER,GameTeam,Aleksandr Bolshunov,OAR
Cross Country Skiing,pyeongchang-2018,Men’s Team Sprint Free,Men,BRONZE,GameTeam,Maurice MANIFICAT,FRA
Cross Country Skiing,pyeongchang-2018,Men’s Team Sprint Free,Men,BRONZE,GameTeam,Richard JOUVE,FRA
Cross Country Skiing,pyeongchang-2018,Ladies’ 30km Mass Start Classic,Women,GOLD,Athlete,Marit BJOERGEN,NOR
Cross Country Skiing,pyeongchang-2018,Ladies’ 30km Mass Start Classic,Women,SILVER,Athlete,Krista PARMAKOSKI,FIN
Cross Country Skiing,pyeongchang-2018,Ladies’ 30km Mass Start Classic,Women,BRONZE,Athlete,Stina NILSSON,SWE
Bobsleigh,pyeongchang-2018,Women’s Bobsleigh,Women,GOLD,GameTeam,Mariama JAMANKA,GER
Bobsleigh,pyeongchang-2018,Women’s Bobsleigh,Women,GOLD,GameTeam,Lisa BUCKWITZ,GER
Bobsleigh,pyeongchang-2018,Women’s Bobsleigh,Women,SILVER,GameTeam,Elana MEYERS TAYLOR,USA
Bobsleigh,pyeongchang-2018,Women’s Bobsleigh,Women,SILVER,GameTeam,Lauren GIBBS,USA
Bobsleigh,pyeongchang-2018,Women’s Bobsleigh,Women,BRONZE,GameTeam,Kaillie HUMPHRIES,CAN
Bobsleigh,pyeongchang-2018,Women’s Bobsleigh,Women,BRONZE,GameTeam,Phylicia GEORGE,CAN
Bobsleigh,pyeongchang-2018,Four-man,Open,GOLD,GameTeam,,GER
Bobsleigh,pyeongchang-2018,Four-man,Open,SILVER,GameTeam,,GER
Bobsleigh,pyeongchang-2018,Four-man,Open,SILVER,GameTeam,,KOR
Bobsleigh,pyeongchang-2018,Two-man,Men,GOLD,GameTeam,Justin KRIPPS,CAN
Bobsleigh,pyeongchang-2018,Two-man,Men,GOLD,GameTeam,Alexander KOPACZ,CAN
Bobsleigh,pyeongchang-2018,Two-man,Men,GOLD,GameTeam,Francesco FRIEDRICH,GER
Bobsleigh,pyeongchang-2018,Two-man,Men,GOLD,GameTeam,Thorsten MARGIS,GER
Bobsleigh,pyeongchang-2018,Two-man,Men,BRONZE,GameTeam,Oskars MELBARDIS,LAT
Bobsleigh,pyeongchang-2018,Two-man,Men,BRONZE,GameTeam,Janis STRENGA,LAT
Cycling BMX,rio-2016,Individual women,Women,GOLD,Athlete,Mariana PAJÓN,COL
Cycling BMX,rio-2016,Individual women,Women,SILVER,Athlete,Alise POST,USA
Cycling BMX,rio-2016,Individual women,Women,BRONZE,Athlete,Stefany HERNANDEZ,VEN
Cycling BMX,rio-2016,Individual men,Men,GOLD,Athlete,Connor FIELDS,USA
Cycling BMX,rio-2016,Individual men,Men,SILVER,Athlete,Jelle VAN GORKOM,NED
Cycling BMX,rio-2016,Individual men,Men,BRONZE,Athlete,Carlos Alberto RAMIREZ YEPES,COL
Golf,rio-2016,Individual men,Men,GOLD,Athlete,Justin ROSE,GBR
Golf,rio-2016,Individual men,Men,SILVER,Athlete,Henrik STENSON,SWE
Golf,rio-2016,Individual men,Men,BRONZE,Athlete,Matt KUCHAR,USA
Golf,rio-2016,Individual women,Women,GOLD,Athlete,Inbee PARK,KOR
Golf,rio-2016,Individual women,Women,SILVER,Athlete,Lydia KO,NZL
